MIFF,A small argument; a quarrel.
MIGG,
MIGS,
MIHA,
MIHI,"A greeting, in Maori culture."
MIKE,A microphone.
MILD,"A relatively low-gravity beer, often with a dark colour; mild ale"
MILE,"The international mile: a unit of length precisely equal to 1.609344 kilometers established by treaty among Anglophone nations in 1959, divided into 5,280 feet or 1,760 yards."
MILF,"Short for Mother I'd Like to Fuck, a (putative) mother found sexually attractive"
MILK,"A white liquid produced by the mammary glands of female mammals to nourish their young. From certain animals, especially cows, it is also called dairy milk and is a common food for humans as a beverage or used to produce various dairy products such as butter, cheese, and yogurt."
MILL,"A grinding apparatus for substances such as grains, seeds, etc."
MILO,Sorghum
MILS,"An angular mil, a unit of angular measurement equal to 1?6400 of a complete circle. At 1000 metres one mil subtends about one metre (0.98 m). Also 1?6000 and 1?6300 are used in other countries."
MILT,"The spleen, especially of an animal bred for food."
MIME,A form of acting without words; pantomime.
MINA,
MIND,The ability for rational thought.
MINE,My; belonging to me; that which belongs to me.
MING,Mixture.
MINI,"Miniature, tiny, small."
MINK,"(plural mink or minks) Any of various semi-aquatic, carnivorous mammals in the Mustelinae subfamily, similar to weasels, with dark fur, native to Europe and America, of which two species in different genera are extant: the American mink (Neovison vison) and the European mink (Mustela lutreola)."
MINO,
MINT,"A building or institution where money (originally, only coins) is produced under government licence."
MINX,A mink.
MINY,
MIPS,
MIRE,"Deep mud; moist, spongy earth."
MIRI,
MIRK,Archaic spelling of murk.
MIRO,"The dark, durable, attractive wood of the portia tree Thespesia populnea."
MIRS,
MIRV,To attack with MIRV missiles.
MIRY,"Relating to a mire; swampy, boggy."
MISE,
MISO,"A thick paste made by fermentation of soybeans with the mold Aspergillus oryzae, used in making soups and sauces."
MISS,A failure to hit.
MIST,Water or other liquid finely suspended in air.
MITE,"Any of many minute arachnids which, along with the ticks, comprise subclass Acarina (aka Acari)."
MITT,A mitten
MITY,
MIXT,
MIXY,
MIZZ,
MNAS,"A monetary unit of ancient Greece and the Middle East, originally equivalent to the weight of a mina of silver."
MOAI,
MOAN,"A low, mournful cry of pain, sorrow or pleasure"
MOAS,"Any of several species of large, extinct, flightless birds of the family Dinornithidae that were native to New Zealand; until its extinction, one species was the largest bird in the world."
MOAT,"A deep, wide defensive ditch, normally filled with water, surrounding a fortified habitation."
MOBE,A mobile phone.
MOBS,A large or disorderly group of people; especially one bent on riotous or destructive action.
MOBY,
MOCH,
MOCK,"An imitation, usually of lesser quality."
MOCS,Moccasin (type of shoe)
MODE,One of several ancient Greek scales.
MODI,
MODS,"An unconventionally modern style of fashionable dress originating in England in the 1960s, characterized by ankle-length black trenchcoats and sunglasses."
MOER,
MOES,
MOFO,
MOGS,A young cow or bull.
MOHO,"The North Island takah?, an extinct rail of New Zealand."
MOHR,
MOIL,Hard work.
MOIT,
MOJO,A magic charm or spell.
MOKE,A donkey.
MOKI,
MOKO,"A tattoo (image made in the skin) in Maori culture, traditionally done with chisels."
MOLA,"A traditional textile art form of the Kuna people of Panama and Colombia, consisting of cloth panels to be worn on clothing, featuring complex designs made with multiple layers of cloth in a reverse appliqué technique."
MOLD,A hollow form or matrix for shaping a fluid or plastic substance.
MOLE,"A pigmented spot on the skin, a naevus, slightly raised, and sometimes hairy."
MOLL,"A female companion of a gangster, especially a former or current prostitute."
MOLS,"In the International System of Units, the base unit of amount of substance; the amount of substance of a system which contains as many elementary entities (atoms, ions, molecules, etc.) as there are atoms in 0.012 kg of carbon-12. Symbol: mol. The number of atoms is known as Avogadro’s number."
MOLT,"The process of shedding or losing a covering of fur, feathers or skin etc."
MOLY,A magic herb or plant used by Odysseus to overcome Circe.
MOME,
MOMI,
MOMS,(familiar) mother.
MONA,
MONG,"A mingling, mixture, or crowd."
MONK,A male member of a monastic order who has devoted his life for religious service.
MONO,"A viral infection marked by extreme fatigue, high fever, and swollen lymph nodes."
MONS,One of the fleshy areas at the base of the fingers; a mount.
MONY,"A legally or socially binding conceptual contract of entitlement to wealth, void of intrinsic value, payable for all debts and taxes, and regulated in supply."
MOOD,"A mental or emotional state, composure."
MOOI,
MOOK,A disagreeable or incompetent person.
MOOL,
MOON,"The Earth's moon Luna; the sole natural satellite of the Earth, represented in astronomy and astrology by ?."
MOOP,
MOOR,"An extensive waste covered with patches of heath, and having a poor, light soil, but sometimes marshy, and abounding in peat; a heath"
MOOS,The characteristic lowing sound made by cattle.
MOOT,A moot court.
MOPE,"A dull, spiritless person."
MOPS,"An implement for washing floors, or the like, made of a piece of cloth, or a collection of thrums, or coarse yarn, fastened to a handle."
MOPY,
MORA,
MORE,To a greater degree or extent.
MORN,Morning.
MORS,
MORT,"Death; especially, the death of game in hunting."
MOSE,
MOSH,"To dance by intentionally jumping into and colliding with other, similarly behaving dancers, and performing other wild, aggressive, or spastic movements."
MOSK,
MOSS,"Any of various small, green, seedless plants growing on the ground or on the surfaces of trees, stones, etc.; now specifically, a plant of the phylum Bryophyta (formerly division Musci)."
MOST,The greatest amount.
MOTE,A small particle; a speck.
MOTH,"A usually nocturnal insect of the order Lepidoptera, distinguished from butterflies by feather-like antennae."
MOTI,
MOTS,A witty remark; a witticism; a bon mot.
MOTT,"(chiefly Texas) A copse or small grove of trees, especially live oak or elm."
MOTU,"A reef islet formed by broken coral and sand, surrounding an atoll."
MOUE,"A pout, especially as expressing mock-annoyance or flirtatiousness."
MOUP,
MOUS,
MOVE,The act of moving; a movement.
MOWA,
MOWN,To cut down grass or crops.
MOWS,"A gull, seagull."
MOXA,"Dried leaves of an Asian species of mugwort, Artemisia argyi as used in moxibustion."
MOYA,
MOYL,
MOYS,
MOZE,
MOZO,"A male servant, especially an attendant to a bullfighter."
MOZZ,Mozzarella cheese
MUCH,"Large, great."
MUCK,"(slimy) mud, sludge."
MUDS,A mixture of water and soil or fine grained sediment.
MUFF,"A piece of fur or cloth, usually with open ends, used for keeping the hands warm."
MUGG,
MUGS,"A large cup for hot liquids, usually having a handle and used without a saucer."
MUID,
MUIL,
MUIR,
MULE,The generally sterile male or female hybrid offspring of a male donkey and a female horse.
MULL,"A thin, soft muslin."
MUMM,
MUMP,
MUMS,Mother.
MUMU,
MUNG,A type of small bean.
MUNI,A municipal bond.
MUNS,
MUON,"An unstable elementary particle in the lepton family, having similar properties to the electron but with a mass 207 times greater."
MURA,
MURE,Wall
MURK,"Dark, murky"
MURL,
MURR,
MUSE,A source of inspiration.
MUSH,"A somewhat liquid mess, often of food; a soft or semisolid substance."
MUSK,"A greasy secretion with a powerful odour, produced in a glandular sac of the male musk deer and used in the manufacture of perfumes."
MUSO,"A composer, conductor, or performer of music; specifically, a person who sings and/or plays a musical instrument as a hobby, an occupation, or a profession."
MUSS,A mess (disagreeable mixture or confusion of things; disorder)
MUST,Something that is mandatory or required.
MUTE,A stopped consonant; a stop.
MUTI,Traditional African medicine.
MUTS,
MUTT,A mongrel dog (or sometimes cat); an animal of mixed breed or uncertain origin.
MUZZ,To study intently; to pore over.
MWAH,"The hallmark sound of a fretless bass guitar played with a certain technique, where treble frequencies increase gradually after the attack."
MYAL,
MYCS,
MYNA,One of the South and East Asian birds of the starling family Sturnidae.
MYTH,"A traditional story which embodies a belief regarding some fact or phenomenon of experience, and in which often the forces of nature and of the soul are personified; a sacred narrative regarding a god, a hero, the origin of the world or of a people, etc."
MYXO,"Myxomatosis, a rabbit disease transmitted by mosquitoes and fleas."
MZEE,An elder (old person).
NAAM,The taking of property for the purpose of compensation.
NAAN,"A type of round, flat bread baked in a tandoor popular in South and Central Asian cuisine."
NABE,Neighborhood.
NABK,
NABS,"To seize, arrest or take into custody (a criminal or fugitive)."
NACH,
NADA,Nothing.
NADS,(rarely used in the singular) The testicles.
NAES,
NAFF,In poor taste.
NAGA,A loincloth.
NAGS,A small horse; a pony.
NAIF,One who is naive.
NAIK,
NAIL,"The thin, horny plate at the ends of fingers and toes on humans and some other animals."
NAIN,
NALA,"A stream-bed, ravine, or other watercourse; a drain for rain or floodwater."
NAME,"Any nounal word or phrase which indicates a particular person, place, class, or thing."
NAMS,
NAMU,
NANA,A banana
NANE,
NANG,"A metal bulb filled with nitrous oxide gas, inhaled for its disassociative effects, normally intended as a propellant for whipped cream."
NANO,Nanotechnology.
NANS,A mother of someone's parent.
NAOI,The inner part of a Greek temple. It contained a statue of the appropriate deity surrounded by a colonnaded portico and later gave rise to the Roman cella.
NAOS,The inner part of a Greek temple. It contained a statue of the appropriate deity surrounded by a colonnaded portico and later gave rise to the Roman cella.
NAPA,"Brassica rapa subsp. pekinensis, a kind of Chinese cabbage."
NAPE,The back part of the neck.
NAPS,"A short period of sleep, especially one during the day."
NARC,A narcotics squad police officer.
NARD,"Nardostachys jatamansi, a flowering plant of the valerian family that grows in the Himalayas, used as a perfume, an incense, a sedative, and an herbal medicine."
NARE,
NARK,A police spy or informer.
NARY,"Not, never."
NATS,"A spirit in Burmese mythology, whose cult is followed alongside Buddhism."
NAVE,"The middle or body of a church, extending from the transepts to the principal entrances."
NAVS,
NAVY,"A country's entire sea force, including ships and personnel."
NAYS,A vote against.
NAZE,
NAZI,"A member of the National Socialist German Workers Party (Nationalsozialistische Deutsche Arbeiterpartei, commonly called the NSDAP or Nazi Party)."
NEAL,
NEAP,The tongue or pole of a cart or other vehicle drawn by two animals.
NEAR,The left side of a horse or of a team of horses pulling a carriage etc.
NEAT,"An artificial intelligence researcher who believes that solutions should be elegant, clear and provably correct. Compare scruffy."
NEBS,A bird's beak or bill.
NECK,The part of the body connecting the head and the trunk found in humans and some animals.
NEDS,"A person, usually a youth, of low social standing and education, a violent disposition and with a particular style of dress (typically sportswear or Burberry), speech and behaviour."
NEED,A requirement for something; something needed.
NEEM,"Azadirachta indica, a large, mostly evergreen tree from India, whose seeds yield the insecticide azadirachtin."
NEEP,"The swede (rutabaga), called \"
NEFS,"An extravagant table ornament and container used in the Middle Ages and Renaissance, made in the shape of a ship."
NEGS,"(pickup community) An expression or implication that one has a negative value judgement of someone in order to make them desire one's approval, especially when trying to pick up a date."
NEIF,
NEKS,A dip on a mountain ridge between two peaks.
NEMA,
NEMN,
NENE,"The Hawaiian goose, Branta sandvicensis, which was designated the state bird of Hawaii in 1957."
NEON,"The chemical element (symbol Ne) with an atomic number of 10. The lightest of the noble gases, it is a colourless, odorless inert gas."
NEPS,
NERD,(sometimes derogatory) A person who is intellectual but generally introverted
NERK,A stupid or objectionable person.
NESH,Soft; tender; sensitive; yielding.
NESS,A promontory; a cape or headland. (Frequently used as a suffix in placenames.)
NEST,A structure built by a bird as a place to incubate eggs and rear young.
NETE,
NETS,"A mesh of string, cord or rope."
NETT,The amount remaining after expenses are deducted; profit.
NEUK,
NEUM,Any of a set of signs used in early musical notation.
NEVE,Nephew.
NEVI,"Any of a number of different, usually benign, pigmented, raised or otherwise abnormal lesions of the skin."
NEWB,"(sometimes derogatory) A newbie; someone who is new to a game, or has a new character."
NEWS,New information of interest.
NEWT,A small lizard-like amphibian in the family Salamandridae that lives in the water as an adult.
NEXT,The one that follows after this one.
NGAI,
NIBS,"The tip of a pen or tool that touches the surface, transferring ink to paper."
NICE,Niceness.
NICK,A small cut in a surface.
NIDE,A nest of pheasants.
NIDI,An aggregate of neurons.
NIDS,
NIED,
NIEF,
NIES,
NIFE,
NIFF,A bad smell.
NIGH,To draw nigh (to); to approach; to come near
NILL,
NILS,Nothing; zero.
NIMB,
NIMS,
NINE,The digit or figure 9.
NIPA,A palm tree of the species Nypa fruticans.
NIPS,A small quantity of something edible or a potable liquor.
NIRL,
NISH,
NISI,
NITE,"The period between sunset and sunrise, when a location faces far away from the sun, thus when the sky is dark."
NITS,"A spirit in Burmese mythology, whose cult is followed alongside Buddhism."
NIXE,
NIXY,
NOAH,
NOBS,The head.
NOCK,Either of the two grooves in a bow that hold the bowstring.
NODE,"A knot, knob, protuberance or swelling."
NODI,A difficulty.
NODS,"To incline the head up and down, as to indicate agreement."
NOEL,Christmas
NOES,A negating expression; an answer that shows disagreement or disapproval
NOGG,
NOGS,"A beverage based on milk, eggs, sugar, and nutmeg; often made alcoholic with rum, brandy or whisky; popular at Christmas."
NOIL,"A short fibre left over from combing wool or spinning silk during the preparation of textile yarns. Sometimes it is referred to as 'Raw Silk', although this is somewhat of a misnomer."
NOIR,Film noir.
NOLE,
NOLL,
NOLO,
NOMA,"A gangrenous disease leading to tissue destruction of the face, especially the mouth and cheek."
NOME,A prefecture or unit of regional government in Greece.
NOMS,To eat with noisy enjoyment.
NONA,
NONE,A person without religious affiliation.
NONG,An idiot.
NONI,The Polynesian fruit tree Morinda citrifolia.
NOOB,"(often pejorative) A newb or newbie; refers to the idea that someone is new to a game, concept, or idea; implying a lack of experience. Also, in some areas the word noob can mean someone is obsessed with things."
NOOK,A small corner formed by two walls; an alcove.
NOON,The ninth hour of the day counted from sunrise; around three o'clock in the afternoon.
NOOP,
NOPE,"A negative reply, no."
NORI,"A type of seaweed, a red alga, laver (genus Pyropia, including species P. yezoensis and P. tenera)."
NORK,(chiefly in plural) A woman's breast.
NORM,That which is normal or typical.
NOSE,"A protuberance on the face housing the nostrils, which are used to breathe or smell."
NOSH,Food; a light meal or snack.
NOSY,A look at something to satisfy one's curiosity.
NOTA,The back; the dorsal aspect of the thorax in insects.
NOTE,(heading) A symbol or annotation.
NOTT,
NOUL,
NOUN,"(grammar, narrow sense) A word that can be used to refer to a person, animal, place, thing, phenomenon, substance, quality, or idea; one of the basic parts of speech in many languages, including English."
NOUP,
NOUS,"The mind or intellect, reason, both rational and emotional"
NOUT,
NOVA,Any sudden brightening of a previously inconspicuous star.
NOWL,
NOWN,
NOWS,
NOWT,"Naught, nothing."
NOWY,
NOYS,
NUBS,
NUDE,"A painting, sculpture, photograph or other artwork or mass-media-reproduced image depicting one or more human figure(s) in a state of near or total undress."
NUFF,
NUGS,
NUKE,A nuclear weapon.
NULL,
NUMB,To cause to become numb (physically or emotionally).
NUNS,"A member of a Christian religious community of women who live by certain vows and usually wear a habit, (specifically) those living together in a cloister."
NURD,(sometimes derogatory) A person who is intellectual but generally introverted
NURL,
NURR,
NURS,
NUTS,A hard-shelled seed.
NYAH,
NYAS,
NYED,
NYES,
OAFS,"A person, especially a large male, who is clumsy or a simpleton."
OAKS,"A deciduous tree with distinctive deeply lobed leaves, acorns, and notably strong wood, typically of England and northeastern North America, included in genus Quercus."
OAKY,
OARS,"A type of lever used to propel a boat, having a flat blade at one end and a handle at the other, and pivoted in a rowlock atop the gunwale, whereby a rower seated in the boat and pulling the handle can pass the blade through the water by repeated strokes against the water's resistance, thus moving the boat ."
OARY,
OAST,"A kiln for drying tobacco, malt and especially hops."
OATH,"A solemn pledge or promise, appealing to a deity, a ruler, or another entity (not necessarily present) to attest to the truth of a statement or sincerity of one's desire to fulfill a contract or promise."
OATS,"Widely cultivated cereal grass, typically Avena sativa."
OATY,
OBAS,A king of a Yoruba polity.
OBES,
OBEY,"To do as ordered by (a person, institution etc), to act according to the bidding of."
OBIA,
OBIS,"A form of folk magic, medicine or witchcraft originating in Africa and practised in parts of the Caribbean."
OBIT,Death of a person.
OBOE,A soprano and melody wind instrument in the modern orchestra and wind ensemble. It is a smaller instrument and generally made of grenadilla wood. It is a member of the double reed family.
OBOL,A silver coin of Ancient Greece.
OBOS,
OBVS,Short for obviously.
OCAS,"Any of certain species of Oxalis (Oxalis crenata, and Oxalis tuberosa) which bear edible tubers."
OCCY,
OCHE,A line behind which a player's front foot must be placed when throwing a dart.
OCTA,"The proportion of the sky that is obscured by clouds, in eighths (one octa means that one eighth of the sky is obscured, two octas that one quarter is obscured, and so on)."
ODAH,
ODAL,
ODAS,
ODDS,(diminutive) An odd number.
ODEA,An ancient Greek or Roman building used for performances of music and poetry.
ODES,"A short poetical composition proper to be set to music or sung; a lyric poem; especially, now, a poem characterized by sustained noble sentiment and appropriate dignity of style."
ODIC,
ODOR,"Any smell, whether fragrant or offensive."
ODSO,
ODYL,
OFFA,Off of.
OFFS,To kill.
OFFY,An off-licence.
OGAM,A single character in this alphabet.
OGEE,A double curve in the shape of an elongated S; an object of that shape
OGLE,"An impertinent, flirtatious, amorous or covetous stare."
OGRE,A type of brutish giant from folk tales that eats human flesh.
OHED,
OHIA,
OHMS,"In the International System of Units, the derived unit of electrical resistance; the electrical resistance of a device across which a potential difference of one volt causes a current of one ampere. Symbol: ?"
OIKS,A member of the lower classes.
OILS,Liquid fat.
OILY,A marble with an oily lustre.
OINK,"The sound made by a pig, or an imitation thereof."
OINT,
OKAS,"A former Turkish, Egyptian, Hungarian, and Romanian unit of weight, usually of a little more than a kilogram."
OKAY,Endorsement; approval.
OKEH,
OKES,"A deciduous tree with distinctive deeply lobed leaves, acorns, and notably strong wood, typically of England and northeastern North America, included in genus Quercus."
OKRA,"The edible immature mucilaginous seed pod (properly, capsule) of the Abelmoschus esculentus."
OKTA,"One eighth of the total area of the celestial dome; used as a measure of cloudiness (one okta means that one eighth of the sky is obscured, two oktas that one quarter is obscured, and so on)."
OLDE,"Of an object, concept, relationship, etc., having existed for a relatively long period of time."
OLDS,Parents
OLDY,
OLEA,
OLEO,The various fats and oils that go into the making of margarine.
OLES,
OLID,Evil-smelling; fetid.
OLIO,"A rich, thick, Spanish stew consisting of meat and vegetables."
OLLA,
OLMS,"Proteus anguinus, a cave-dwelling neotenous salamander with external gills, found along the coast from northeastern Italy to Montenegro."
OLPE,
OMAS,
OMBU,
OMEN,"Something which portends or is perceived to portend either a good or evil event or circumstance in the future, or which causes a foreboding; a portent or augury."
OMER,A former small Hebrew unit of dry volume equal to about 2.3 L or 2.1 quarts.
OMIT,To leave out or exclude.
OMOV,
ONCE,(frequency) One and only one time.
ONER,An extraordinary individual.
ONES,The digit or figure 1.
ONIE,
ONLY,An only child.
ONOS,
ONST,
ONTO,(of a function) Assuming each of the values in its codomain; having its range equal to its codomain.
ONUS,A legal obligation.
ONYX,"A banded variety of chalcedony, a cryptocrystalline form of quartz."
OOFS,
OOFY,"Having lots of oof (money); rich, wealthy."
OOHS,To exclaim ooh.
OOMS,"An older man, especially an uncle. (Frequently as a respectful form of address.)"
OONS,
OONT,
OOPS,A minor mistake or unforseen difficulty.
OOSE,
OOSY,
OOTS,
OOZE,"Tanning liquor, an aqueous extract of vegetable matter (tanbark, sumac, etc.) in a tanning vat used to tan leather."
OOZY,
OPAH,"Any of various large, colourful, deep-bodied pelagic fish of the family Lamprididae."
OPAL,"A mineral consisting, like quartz, of silica, but inferior to quartz in hardness and specific gravity, of the chemical formula SiO2·nH2O."
OPAS,
OPED,To open.
OPEN,Not closed
OPES,To open.
OPPO,"A friend, associate or colleague."
OPTS,To choose; select.
OPUS,A work of music or set of works with a specified rank in an ordering of a composer's complete published works.
ORAD,
ORAL,"A spoken test or examination, particularly in a language class."
ORBS,"A spherical body; a globe; especially, one of the celestial spheres; a sun, planet, or star"
ORBY,
ORCA,"A sea mammal (Orcinus orca) related to dolphins and porpoises, commonly called the killer whale."
ORCS,"Any of several large, ferocious sea creatures, now especially the killer whale."
ORDO,
ORDS,
ORES,Rock or other material that contains valuable or utilitarian materials; primarily a rock containing metals or gems for which it is typically mined and processed.
ORFE,"A fish, the ide, Leuciscus idus."
ORFS,
ORGS,
ORGY,"Originally, secret rites or ceremonies, typically involving riotous and dissolute behaviour, including dancing, drunkenness and indiscriminate sexual activity, undertaken in honour of various pagan gods or goddesses (such as Attis, Bacchus, Ceres, Dionysus, Osiris, etc)."
ORLE,A bordure that runs around the outline of a shield without touching the edge
ORRA,"Superfluous; odd, unmatched, left over."
ORTS,(usually in plural) A fragment; a scrap of leftover food; any remainder; a piece of refuse.
ORYX,"Any of several antelopes, of the genus Oryx, native to Africa, which have long, straight horns."
ORZO,A form of pasta the size and shape of grains of rice or barley; often used in soups.
OSAR,
OSES,
OSSA,Bone.
OTIC,"Of, relating/pertaining to, or located near the ear"
OTTO,An essential oil extracted from flowers.
OUCH,An expression of one's own physical pain.
OUDS,"A short-necked and fretless plucked stringed instrument of the lute family, of Arab and Turkish origin."
OUKS,
OULD,
OULK,
OUMA,
OUPA,
OUPH,
OUPS,
OURN,
OURS,"That which belongs to us; the possessive case of we, used without a following noun."
OUST,To expel; to remove.
OUTA,An old black man.
OUTS,"A means of exit, escape, reprieve, etc."
OUZO,"An anise-flavoured aperitif, originating in Greece."
OVAL,An elongated round shape resembling an egg or ellipse.
OVEL,
OVEN,A chamber used for baking or heating.
OVER,A set of six legal balls bowled.
OVUM,The female gamete in animals; the egg cell.
OWED,To be under an obligation to give something back to someone or to perform some action for someone.
OWER,
OWES,To be under an obligation to give something back to someone or to perform some action for someone.
OWIE,
OWLS,"Any of various birds of prey of the order Strigiformes that are primarily nocturnal and have forward-looking, binocular vision, limited eye movement, and good hearing."
OWLY,
OWNS,"To have rightful possession of (property, goods or capital); to have legal title to."
OWRE,
OWSE,
OWTS,
OXEN,An adult castrated male of cattle (B. taurus).
OXER,A type of horse jump with two rails that may be set even or uneven.
OXES,
OXIC,Sharp; pointy.
OXID,
OXIM,
OYER,
OYES,
OYEZ,A cry of \
PAAL,
PAAN,"A psychoactive preparation of betel leaf combined with areca nut and/or cured tobacco, chewed recreationally in Asia; such a preparation served wrapped in the leaf."
PACA,"Any of the large rodents of the genus Cuniculus (but see also its synonyms), native to Central America and South America, which have dark brown or black fur, a white or yellowish underbelly and rows of white spots along the sides."
PACE,Step.
PACK,"A bundle made up and prepared to be carried; especially, a bundle to be carried on the back, but also a load for an animal, a bale."
PACO,
PACS,
PACT,An agreement; a compact; a covenant.
PACY,"Fast, rapid, speedy."
PADI,
PADS,"A flattened mass of anything soft, to sit or lie on."
PAGE,One of the many pieces of paper bound together within a book or similar document.
PAHS,
PAID,To give money or other compensation to in exchange for goods or services.
PAIK,
PAIL,"A vessel of wood, tin, plastic, etc., usually cylindrical and having a handle -- used especially for carrying liquids, for example water or milk; a bucket (sometimes with a cover)."
PAIN,"An ache or bodily suffering, or an instance of this; an unpleasant sensation, resulting from a derangement of functions, disease, or injury by violence; hurt."
PAIR,Two similar or identical things taken together; often followed by of.
PAIS,
PAKS,
PALE,Paleness; pallor.
PALI,A vertical pillar along the inner septal margin of a coral.
PALL,Senses relating to cloth.
PALM,"Any of various evergreen trees from the family Palmae or Arecaceae, which are mainly found in the tropics."
PALP,"A pedipalp, an appendage found near the mouth in invertebrates; has a variety of functions but is often primarily used for predating."
PALS,"A friend, buddy, mate, cobber; someone to hang around with."
PALY,Vertically striped
PAMS,
PAND,
PANE,"An individual sheet of glass in a window, door, etc."
PANG,(often in the plural) A paroxysm of extreme physical pain or anguish; a feeling of sudden and transitory agony; a throe.
PANS,"A wide, flat receptacle used around the house, especially for cooking."
PANT,A quick breathing; a catching of the breath; a gasp.
PAPA,"Dad, daddy, father; a familiar or old-fashioned term of address to one’s father."
PAPE,
PAPS,"Food in the form of a soft paste, often a porridge, especially as given to very young children."
PARA,A former subunit of currency in several countries in the Ottoman/Turkish and Yugoslav regions.
PARD,A leopard; a panther.
PARE,"To remove the outer covering or skin of something with a cutting device, typically a knife"
PARK,An area of land set aside for environment preservation or recreation.
PARP,"The sound of a car horn, a trumpet, or breaking wind."
PARR,"Young salmon, at a stage between fry and smolt when they feed chiefly on invertebrates but cannot tolerate saltwater."
PARS,"Equal value; equality of nominal and actual value; the value expressed on the face or in the words of a certificate of value, as a bond or other commercial paper."
PART,A portion; a component.
PASE,
PASH,A passionate kiss.
PASS,To change place.
PAST,To change place.
PATE,"(somewhat obsolete) The head, particularly the top or crown."
PATH,"A trail for the use of, or worn by, pedestrians."
PATS,"The sound of a light slap or tap with a soft flat object, especially of a footstep"
PATU,A Maori club / pounder
PATY,
PAUA,"A large, edible abalone, Haliotis iris, native to New Zealand, whose shell is used to make jewelry."
PAUL,
PAVE,To cover something with paving slabs.
PAVS,Bread.
PAWA,
PAWK,
PAWL,"A pivoted catch designed to fall into a notch on a ratchet wheel so as to allow movement in only one direction (e.g. on a windlass or in a clock mechanism), or alternatively to move the wheel in one direction."
PAWN,"The most common chess piece, or a similar piece in a similar game. In chess each side has eight; moves are only forward, and attacks are only forward diagonally or en passant."
PAWS,"The soft foot of a mammal or other animal, generally a quadruped, that has claws or nails; comparable to a human hand or foot."
PAYS,Money given in return for work; salary or wages.
PEAG,
PEAK,"A point; the sharp end or top of anything that terminates in a point; as, the peak, or front, of a cap."
PEAL,"A loud sound, or a succession of loud sounds, as of bells, thunder, cannon, shouts, laughter, of a multitude, etc."
PEAN,A heraldic fur of gold spots on a black field.
PEAR,"An edible fruit produced by the pear tree, similar to an apple but elongated towards the stem."
PEAS,"A plant, Pisum sativum, member of the legume (Fabaceae) family."
PEAT,"Soil formed of dead but not fully decayed plants found in bog areas, often burned as fuel."
PEBA,
PECH,"To pant, to struggle for breath."
PECK,An act of striking with a beak.
PECS,(usually in the plural) The pectoralis major muscle.
PEDI,"Of or pertaining to pediatrics, the branch of medicine dealing with the care and treatment of children."
PEDS,"Pediatric medicine, pediatric nursing, and so on; a medical or other specialty dealing with child patients."
PEED,To urinate.
PEEK,"To look slyly, or with the eyes half closed, or through a crevice; to peep."
PEEL,"(usually uncountable) The skin or outer layer of a fruit, vegetable, etc."
PEEN,The (often spherical) end of the head of a hammer opposite the main hammering end.
PEEP,"A quiet sound, particularly one from a baby bird."
PEER,A look; a glance.
PEES,Urine.
PEGH,
PEGS,A cylindrical wooden or metal object used to fasten or as a bearing between objects.
PEHS,
PEIN,The (often spherical) end of the head of a hammer opposite the main hammering end.
PEKE,A Pekingese dog.
PELA,
PELE,
PELF,"Money; riches; gain, especially when dishonestly acquired (compare lucre)."
PELL,
PELS,
PELT,A blow or stroke from something thrown.
PEND,
PENE,
PENI,
PENK,
PENS,"An enclosure (enclosed area) used to contain domesticated animals, especially sheep or cattle."
PENT,To enclose in a pen.
PEON,A lowly person; a peasant or serf; a labourer who is obliged to do menial work.
PEPO,"A fruit of plants of the gourd family Cucurbitaceae, possessing a hard rind and producing many seeds in a single, central, pulpy chamber."
PEPS,"Energy, high spirits."
PERC,
PERE,"A priest of the Roman Catholic Church, especially a French one. Also used as a title preceding the name of such a priest."
PERI,(Persian mythology) A sprite or supernatural being.
PERK,Perquisite.
PERM,A permanent.
PERN,
PERP,(law enforcement) Perpetrator.
PERT,An impudent person.
PERV,A pervert.
PESO,"A former unit of currency in Spain and Spain's colonies, worth 8 reales; the Spanish dollar."
PEST,"A plague, pestilence, epidemic"
PETS,An animal kept as a companion.
PEWS,"One of the long benches in a church, seating several persons, usually fixed to the floor and facing the chancel."
PFFT,Used to signify a sudden ending or disappearance
PFUI,An exclamation indicating disagreement or rejection of an argument; contempt
PHAT,(originally African American Vernacular English) Excellent; cool; very good.
PHEW,"Used to express relief of tension, fatigue, or surprise."
PHIS,"?, the 21st letter of the Euclidean and modern Greek alphabet, usually romanized as \"
PHIZ,(chiefly Britain) The face.
PHOH,
PHON,"(acoustics) A unit of apparent loudness, equal in number to the intensity in decibels of a 1,000-hertz tone judged to be as loud as the sound being measured."
PHOS,"A Vietnamese soup with a beef base, typically served with rice noodles and beef or chicken."
PHOT,"A photometric unit of illuminance, or luminous flux through an area (symbol ph)."
PHUT,To produce such a sound.
PIAL,
PIAN,
PIAS,
PICA,"A disorder characterized by craving and appetite for non-edible substances, such as ice, clay, chalk, dirt, or sand."
PICE,"A subdivision of currency, equal to one hundredth of a rupee in various Asian countries."
PICK,A tool used for digging; a pickaxe.
PICS,"A picture, especially a photographic image."
PIED,"Having two or more colors, especially black and white."
PIER,"A raised platform built from the shore out over water, supported on piles; used to secure, or provide access to shipping; a jetty."
PIES,To spill or mix printing type.
PIET,The magpie.
PIGS,"Any of several intelligent mammalian species of the genus Sus, having cloven hooves, bristles and a nose adapted for digging; especially the domesticated animal Sus scrofa."
